Instructor,Course,Term,Enroll,Evals_Made,Rcmnd_Class,Rcmnd_Instr,Study_Hrs_wk,Avg_Grade_Expected,Avg_Grade_Received
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),FA13,11,3,100.00%,100.00%,0.5,N/A,N/A
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (C),FA15,11,4,100.00%,100.00%,0.5,N/A,N/A
"Lee, Cynthia Bailey",CSE 191 - Semnr/Computer Sci & Engineer (D),SP13,11,9,100.00%,100.00%,1.83,N/A,N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (A),WI14,11,6,100.00%,100.00%,0.5,N/A,N/A
"Kastner, Ryan Charles",CSE 87 - Freshman Seminar (C),FA10,11,9,88.90%,88.90%,0.5,A (4.00),N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (C),WI18,11,5,100.00%,100.00%,0.9,A (4.00),N/A
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),SP09,11,12,91.70%,100.00%,6.17,B+ (3.50),N/A
"Das, Nikhil Ranjan",ECE 115 - Fast Prototyping (A),WI18,11,10,100.00%,87.50%,15.3,B+ (3.50),N/A
"Coles, William A.",ECE 123 - Antenna Systems Engineering (A),SP13,11,4,50.00%,50.00%,11,B (3.00),N/A
"Lau, Silvanus S",ECE 134 - Electrnc Materls Sci/Integ Cir (A),WI08,11,12,75.00%,100.00%,5.17,B (3.17),N/A
"Yu, Paul K L",ECE 135A - Semiconductor Physics (A),FA10,11,5,100.00%,100.00%,6.9,B (3.25),N/A
"Dayeh, Shadi Ahmad",ECE 135B - Electronic Devices (A),SP14,11,6,100.00%,83.30%,8.5,B+ (3.40),N/A
"Yu, Paul K L",ECE 135B - Electronic Devices (A),WI11,11,6,83.30%,83.30%,7.5,B- (2.80),N/A
"Lau, Silvanus S",ECE 136L - Microelectronics Laboratory (A),WI13,11,4,100.00%,100.00%,11,C+ (2.50),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),WI08,11,10,100.00%,100.00%,4.5,B+ (3.60),N/A
"Hildebrand, John A",ECE 145BL - Acoustics Lab (A),WI11,11,4,100.00%,100.00%,9.83,A- (3.75),N/A
"Hildebrand, John A",ECE 145CL - Acoustics Laboratory (A),SP11,11,3,100.00%,100.00%,7.83,B+ (3.67),N/A
"Bharadia, Dinesh",ECE 157B - Communications Systems Lab II (A),SP19,11,6,66.70%,66.70%,8.83,B+ (3.60),N/A
"Cruz, Rene L",ECE 158B - Data Networks II (A),SP12,11,8,75.00%,50.00%,9.75,A- (3.75),N/A
"Ford, Joseph Earl",ECE 181 - Physical Optics&Fourier Optics (A),SP09,11,7,100.00%,100.00%,5.93,B+ (3.43),N/A
"Lomakin, Vitaliy",ECE 182 - Electromagnetic Optcs/GW&FbrOp (A),FA14,11,5,80.00%,80.00%,6.5,B+ (3.40),N/A
"Yu, Paul K L",ECE 183 - Optical Electronics (A),WI08,11,12,58.30%,50.00%,7.33,B+ (3.36),N/A
"Fainman, Yeshaiahu",ECE 184 - Optical Info Proces&Holography (A),WI18,11,7,100.00%,100.00%,12.17,B (3.17),N/A
"Lasheras, Juan C.",MAE 104 - Aerodynamics (A),SP19,11,5,100.00%,100.00%,5.3,A (4.00),N/A
"Alvarez-Gonzalez, Begona",MAE 113 - Fundamentals of Propulsion (A),S215,11,3,100.00%,100.00%,9.17,B+ (3.33),N/A
"Bennett, Mark Jon",MAE 121 - Air Polutn Trnspt./Disp. Mdlng (A),SP13,11,7,71.40%,42.90%,5.64,B (3.14),N/A
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP13,11,4,100.00%,100.00%,13.5,A (4.00),N/A
"Olevsky, Eugene",MAE 165 - Fatige&Failure Anlys/Eng Comp (A),SU10,11,4,100.00%,100.00%,10,B+ (3.50),N/A
"Ghazinejad, Maziar",MAE 198 - Directed Group Study (A),WI19,11,8,100.00%,100.00%,4.25,B+ (3.33),N/A
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),WI14,11,8,87.50%,87.50%,0.5,N/A,N/A
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),SP12,11,6,100.00%,83.30%,0.5,N/A,N/A
"Bellare, Mihir",CSE 107 - Intro/Modern Cryptography (A),WI08,12,9,100.00%,88.90%,6.06,B (3.00),B+ (3.33)
"Kanich, Christopher W",CSE 123 - Computer Networks (A),S111,12,6,100.00%,100.00%,16.5,B (3.00),N/A
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A),SP08,12,11,90.90%,100.00%,9.95,A- (3.82),N/A
"Gupta, Rajesh K.",CSE 143 - Microelectronic System Design (A),WI08,12,7,100.00%,71.40%,6.79,B (3.29),N/A
"Lin, Albert Yu Min",CSE 145 - Embedded System Design Project (A),FA12,12,6,100.00%,80.00%,10.9,A- (3.80),N/A
"Schurgers, Curt",CSE 145 - Embedded System Design Project (A),FA12,12,6,100.00%,100.00%,10.9,A- (3.80),N/A
"Dahlstrom, Dana B.",CSE 15L - Software Tools&Techniques Lab (A),SU08,12,11,88.90%,100.00%,4.5,A- (3.89),N/A
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),WI19,12,6,83.30%,66.70%,13.17,B+ (3.33),N/A
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),WI12,12,8,87.50%,87.50%,10,B+ (3.63),N/A
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),SP10,12,8,100.00%,87.50%,11.07,B+ (3.57),N/A
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA14,12,6,60.00%,60.00%,11.3,B+ (3.60),N/A
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA11,12,6,100.00%,100.00%,14.17,C+ (2.33),N/A
"Cottrell, Garrison W",CSE 190 - Topics/Computer Sci & Engineer (A),FA10,12,5,80.00%,80.00%,10.1,B (3.25),N/A
"Shalev, Aaron D",CSE 190 - Topics/Computer Sci & Engineer (A),WI19,12,6,100.00%,100.00%,9.3,A- (3.75),N/A
"Weibel, Nadir",CSE 190 - Topics/Computer Sci & Engineer (B),WI17,12,4,100.00%,100.00%,6.5,B+ (3.67),N/A
"Pasquale, Joseph",CSE 4GS - Mathematical Beauty in Rome (A),S113,12,7,100.00%,100.00%,3.64,A (4.00),N/A
"Pasquale, Joseph",CSE 6GS - Mathematicl Beauty in Rome-Lab (A),S113,12,7,100.00%,100.00%,3.36,A (4.00),N/A
"Ord, Richard",CSE 80 - UNIX Lab (A),WI08,12,10,100.00%,100.00%,1.1,B (3.00),N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (A),WI15,12,8,87.50%,100.00%,1.83,A (4.00),N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (B),FA09,12,11,90.90%,90.90%,0.7,N/A,N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (C),FA11,12,8,87.50%,87.50%,0.5,A (4.00),N/A
"Pasquale, Joseph",CSE 87 - Freshman Seminar (D),WI09,12,9,87.50%,100.00%,0.72,A (4.00),N/A
"Swanson, Steven James",CSE 91 - Perspectives in CSE (B),FA15,12,9,100.00%,100.00%,0.5,A (4.00),N/A
"Swanson, Steven James",CSE 91 - Perspectives in CSE (C),WI17,12,6,100.00%,100.00%,2.5,A (4.00),N/A
"Dey, Sujit",ECE 111 - Advanced Digital Design Proj (A),WI09,12,7,100.00%,100.00%,10.79,A- (3.86),N/A
"Coles, William A.",ECE 123 - Antenna Systems Engineering (A),SP12,12,6,83.30%,83.30%,8.83,B+ (3.67),N/A
"Wang, Deli",ECE 134 - Electrnc Materls Sci/Integ Cir (A),FA13,12,3,100.00%,100.00%,10.5,B (3.00),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),WI11,12,8,100.00%,75.00%,7.5,B+ (3.50),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),WI10,12,5,80.00%,80.00%,4.5,B+ (3.60),N/A
"Hildebrand, John A",ECE 145CL - Acoustics Laboratory (A),SP19,12,4,100.00%,100.00%,5.83,A (4.00),N/A
"de Oliveira, Mauricio",ECE 148 - Intro to Autonomous Vehicles (A),FA18,12,6,100.00%,100.00%,8.17,A (4.00),N/A
"Trivedi, Mohan M.",ECE 156 - Sensor Networks (A),SP13,12,5,80.00%,60.00%,3.7,B+ (3.60),N/A
"Ling, Patrick L",ECE 157A - Communications Systems Lab I (A),FA16,12,6,100.00%,83.30%,8.5,B+ (3.67),N/A
"Cruz, Rene L",ECE 158A - Data Networks I (A),FA09,12,10,60.00%,60.00%,6.7,A- (3.78),N/A
"Balakrishnannairsa, Manoj",ECE 158B - Data Networks II (A),SP09,12,12,100.00%,100.00%,7,B+ (3.50),N/A
"Lo, Yu-Hwa",ECE 183 - Optical Electronics (A),WI09,12,10,90.00%,66.70%,6.3,B+ (3.33),N/A
"Mookherjea, Shayan",ECE 183 - Optical Electronics (A),SP19,12,10,70.00%,90.00%,11.3,B- (2.90),N/A
"Fainman, Yeshaiahu",ECE 184 - Optical Info Proces&Holography (A),WI12,12,6,100.00%,66.70%,9.17,B (3.00),N/A
"Das, Pankaj K",ECE 191 - Engineering Group Design Proj (A),SP09,12,11,70.00%,60.00%,9.77,B+ (3.64),N/A
"Tu, Charles",ECE 191 - Engineering Group Design Proj (A),SP09,12,11,70.00%,60.00%,9.77,B+ (3.64),N/A
"Lau, Silvanus S",ECE 87 - Freshman Seminar (A),SP08,12,12,90.00%,100.00%,1.33,N/A,N/A
"Yu, Paul K L",ECE 87 - Freshman Seminar (A),SP08,12,12,90.00%,100.00%,1.33,N/A,N/A
"Saha, Abhishek",MAE 110 - Thermodynamic Systems (A),SP19,12,10,100.00%,100.00%,7.61,B+ (3.38),N/A
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S212,12,4,100.00%,100.00%,14.5,B- (2.75),B- (2.81)
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP12,12,4,100.00%,100.00%,14.5,A- (3.75),N/A
"Coimbra, Carlos F.",MAE 198 - Directed Group Study (A),SP19,12,3,100.00%,100.00%,0.5,N/A,N/A
"Coimbra, Carlos F.",MAE 198 - Directed Group Study (B),SP19,12,3,100.00%,100.00%,1.5,N/A,N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (A),WI17,12,11,100.00%,100.00%,0.86,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (A),WI16,12,11,100.00%,100.00%,0.68,A (4.00),N/A
"Gibson, Carl H.",MAE 87 - Freshman Seminar (A),FA07,12,11,81.80%,100.00%,0.5,N/A,N/A
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (A),FA07,13,13,46.20%,69.20%,5.58,B (3.00),N/A
"Lyubashevsky, Vadim",CSE 105 - Intro/Theory of Computation (A),SU08,13,10,80.00%,90.00%,8.9,C+ (2.60),N/A
"Marx, Susan S",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SU07,13,11,100.00%,90.90%,10.14,B- (2.90),N/A
"Griswold, William G.",CSE 118 - Ubiquitous Computing (A),FA08,13,12,100.00%,100.00%,3.95,B+ (3.64),N/A
"Dahlstrom, Dana B.",CSE 15L - Software Tools&Techniques Lab (A),FA07,13,13,100.00%,100.00%,3.42,A- (3.92),B+ (3.59)
"Jensen, Henrik",CSE 168 - Computer Graphics II:Rendering (A),SP08,13,14,100.00%,100.00%,11.93,A- (3.85),N/A
"Deutsch, Alin Bernard",CSE 190 - Topics/Computer Sci & Engineer (A),FA11,13,5,100.00%,100.00%,5.7,A (4.00),N/A
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (B),WI18,13,3,100.00%,100.00%,4.5,N/A,N/A
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (C),FA17,13,7,100.00%,100.00%,3.5,N/A,N/A
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (D),FA15,13,4,100.00%,100.00%,9,A (4.00),N/A
"Deblasio, Michael Joseph",CSE 80 - UNIX Lab (A),S117,13,3,100.00%,100.00%,3.83,N/A,N/A
"Kohlbrenner, David William",CSE 80 - UNIX Lab (A),S117,13,3,100.00%,100.00%,3.83,N/A,N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (B),FA10,13,6,66.70%,83.30%,0.5,A (4.00),N/A
"Gupta, Rajesh K.",CSE 87 - Freshman Seminar (C),FA08,13,13,69.20%,92.30%,0.5,N/A,N/A
"Yip, Michael",ECE 115 - Fast Prototyping (A),SP19,13,10,100.00%,100.00%,10.94,A- (3.80),N/A
"Coles, William A.",ECE 123 - Antenna Systems Engineering (A),WI08,13,8,87.50%,62.50%,9,B (3.00),N/A
"Lau, Silvanus S",ECE 134 - Electrnc Materls Sci/Integ Cir (A),WI12,13,8,87.50%,87.50%,9.5,B (3.14),N/A
"Tu, Charles",ECE 135A - Semiconductor Physics (A),FA17,13,4,100.00%,100.00%,3.5,C+ (2.50),N/A
"Taur, Yuan",ECE 135B - Electronic Devices (A),SP19,13,6,66.70%,83.30%,4.17,B (3.00),N/A
"Tanaka, Atsunori",ECE 136L - Microelectronics Laboratory (A),SP19,13,6,100.00%,100.00%,8.5,B (3.00),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),WI12,13,5,100.00%,100.00%,2.9,A (4.00),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),WI09,13,8,87.50%,75.00%,6.25,B+ (3.67),N/A
"Hildebrand, John A",ECE 145AL - Acoustics Laboratory (A),FA18,13,4,100.00%,100.00%,4,B+ (3.67),N/A
"Hildebrand, John A",ECE 145CL - Acoustics Laboratory (A),SP13,13,5,100.00%,80.00%,7.3,A (4.00),N/A
"Wolf, Jack K",ECE 154C - Communications SystemsIII (A),SP09,13,12,100.00%,100.00%,5.67,B+ (3.58),N/A
"Sworder, David D.",ECE 171B - Linear Control System Theory (A),FA12,13,9,88.90%,88.90%,8.06,B (3.22),N/A
"Fainman, Yeshaiahu",ECE 184 - Optical Info Proces&Holography (A),WI17,13,5,100.00%,100.00%,9.3,B+ (3.40),N/A
"Papen, George C.",ECE 185 - Lasers and Modulators (A),SP17,13,3,100.00%,100.00%,13.83,B+ (3.67),N/A
"Papen, George C.",ECE 185 - Lasers and Modulators (B),SP12,13,7,100.00%,100.00%,9.93,B+ (3.57),N/A
"Mookherjea, Shayan",ECE 53 - Intro/Elctrnc Digital Circuits (A),SP08,13,9,33.30%,100.00%,4.06,B (3.11),N/A
"Papen, George C.",ECE 85 - iTunes 101: Survey/Info Techn (A),WI12,13,12,91.70%,100.00%,3,B+ (3.64),N/A
"Kim, Young-Han",ECE 87 - Freshman Seminar (B),FA11,13,8,87.50%,100.00%,1.25,A (4.00),N/A
"Wang, Qingyang",MAE 101C - Heat Transfer (B),FA18,13,9,100.00%,100.00%,6.28,B+ (3.44),N/A
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP11,13,6,100.00%,100.00%,9.17,B+ (3.50),N/A
"Silberman, Jack",MAE 148 - Intro to Autonomous Vehicles (A),S218,13,9,100.00%,100.00%,11.83,A- (3.78),N/A
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP18,13,5,100.00%,100.00%,4.9,B+ (3.40),N/A
"Olevsky, Eugene",MAE 165 - Fatige&Failure Anlys/Eng Comp (A),S113,13,3,100.00%,100.00%,6.5,B+ (3.67),N/A
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),S112,13,4,100.00%,100.00%,8.5,B+ (3.50),N/A
"Evdokimenko, Ekaterina",MAE 20 - Elements of Materials Science (B),S118,13,11,100.00%,100.00%,7.05,A (4.00),N/A
"Gibson, Carl H.",MAE 87 - Freshman Seminar (A),FA08,13,9,88.90%,88.90%,0.5,A (4.00),N/A
"Bellare, Mihir",CSE 107 - Intro/Modern Cryptography (A),WI10,14,8,87.50%,87.50%,6.75,B+ (3.63),N/A
"Balakrishnannairsa, Manoj",CSE 124 - Networked Services (A),FA09,14,12,83.30%,50.00%,6,B+ (3.42),N/A
"Chu, Isaac Y",CSE 140 - Component&Desgn Tech/Digtl Sys (A),SU07,14,12,100.00%,100.00%,7.5,B+ (3.58),N/A
"Gupta, Rajesh K.",CSE 143 - Microelectronic System Design (A),SP19,14,6,100.00%,100.00%,7.17,C+ (2.40),N/A
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A),SP11,14,7,100.00%,100.00%,9.93,B+ (3.57),N/A
"Elkan, Charles Peter",CSE 151 - Intro to A.I. Stats Approach (A),FA08,14,10,90.00%,60.00%,7.9,B (3.10),N/A
"Cottrell, Garrison W",CSE 153 - Cognitive Modeling (A),FA11,14,5,80.00%,60.00%,7.7,B (3.20),N/A
"Belongie, Serge J.",CSE 155 - Computer Vision/Machine Learng (B),SP12,14,7,100.00%,100.00%,11.64,B+ (3.57),N/A
"Glick, John Edward",CSE 160 - Intro to Parallel Computing (A),SU09,14,8,100.00%,100.00%,9.36,B+ (3.38),N/A
"Jensen, Henrik",CSE 168 - Computer Graphics II:Rendering (A),SP12,14,5,100.00%,80.00%,17.3,B- (2.80),N/A
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A),WI09,14,11,100.00%,100.00%,7.77,A- (3.70),N/A
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),WI14,14,5,100.00%,100.00%,14.1,A- (3.80),B (3.16)
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA11,14,3,100.00%,66.70%,7.83,B (3.00),N/A
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA09,14,10,100.00%,100.00%,10.1,B+ (3.56),N/A
"Papakonstantinou, Yannis",CSE 190 - Topics/Computer Sci & Engineer (A),WI14,14,6,66.70%,83.30%,3.5,B+ (3.67),B+ (3.63)
"Taylor, Michael",CSE 190 - Topics/Computer Sci & Engineer (E),WI16,14,10,100.00%,100.00%,9.5,A- (3.75),N/A
"Kunin, Jay Stuart",CSE 191 - Semnr/Computer Sci & Engineer (A),WI14,14,6,83.30%,100.00%,7.3,B+ (3.50),A- (3.73)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),SP17,14,8,100.00%,100.00%,1.64,A (4.00),N/A
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),SP16,14,5,100.00%,100.00%,1.7,N/A,N/A
"Micciancio, Daniele",CSE 191 - Semnr/Computer Sci & Engineer (E),SP15,14,3,100.00%,100.00%,2.5,N/A,N/A
"Pasquale, Joseph",CSE 192 - Senior Seminar in CSE (A),FA13,14,11,100.00%,100.00%,1.41,N/A,N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),WI19,14,7,85.70%,85.70%,0.5,A (4.00),N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),WI17,14,6,66.70%,100.00%,1.3,A (4.00),N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),WI16,14,9,100.00%,100.00%,3.61,N/A,N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (A),SP14,14,4,100.00%,100.00%,0.5,B (3.00),N/A
"Howden, William E.",CSE 87 - Freshman Seminar (B),SP17,14,10,100.00%,100.00%,0.5,N/A,N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (B),FA16,14,13,91.70%,100.00%,0.67,A (4.00),N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (B),SP16,14,4,100.00%,100.00%,1.5,N/A,N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (B),FA11,14,10,100.00%,90.00%,0.9,N/A,N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (C),WI13,14,8,85.70%,85.70%,0.5,A (4.00),N/A
"Pasquale, Joseph",CSE 87 - Freshman Seminar (C),WI15,14,12,100.00%,100.00%,0.7,N/A,N/A
"Jemmott, Colin William",CSE 91 - Perspectives in CSE (A),FA18,14,8,100.00%,100.00%,1.36,A (4.00),N/A
"Swanson, Steven James",CSE 91 - Perspectives in CSE (C),SP16,14,4,100.00%,100.00%,0.5,B (3.00),N/A
"Swanson, Steven James",CSE 91 - Perspectives in CSE (C),FA15,14,8,100.00%,100.00%,0.5,A (4.00),N/A
"Dey, Sujit",ECE 111 - Advanced Digital Design Proj (A),FA09,14,10,80.00%,70.00%,11.83,B+ (3.67),N/A
"Coles, William A.",ECE 123 - Antenna Systems Engineering (A),SP14,14,6,60.00%,60.00%,10.1,B (3.20),N/A
"Yu, Paul K L",ECE 135B - Electronic Devices (A),WI12,14,5,100.00%,100.00%,8.5,A- (3.75),N/A
"Wang, Deli",ECE 138L - Microstructure Processing Tech (A),SP14,14,6,100.00%,100.00%,6.9,B+ (3.67),N/A
"Phan, Alex Minh Giang",ECE 144 - LabVIEW Programming (A),FA18,14,14,100.00%,100.00%,12.36,B (3.29),N/A
"Hildebrand, John A",ECE 145AL - Acoustics Laboratory (A),FA14,14,3,100.00%,100.00%,8.5,B+ (3.67),N/A
"Hildebrand, John A",ECE 145BL - Acoustics Lab (A),WI13,14,6,100.00%,100.00%,8.17,A (4.00),N/A
"Silberman, Jack",ECE 148 - Intro to Autonomous Vehicles (A),S219,14,10,100.00%,100.00%,15.7,A (4.00),N/A
"Silberman, Jack",ECE 148 - Intro to Autonomous Vehicles (A),S218,14,11,100.00%,100.00%,14.68,A (4.00),N/A
"Silberman, Jack",ECE 148 - Intro to Autonomous Vehicles (A),SP18,14,7,100.00%,100.00%,6.79,A- (3.83),N/A
"Yun, Kenneth Yi",ECE 15 - Engineering Computation (A),SU10,14,7,71.40%,71.40%,17.07,B (3.20),N/A
"Milstein, Laurence B.",ECE 154B - Communications Systems II (A),WI08,14,13,100.00%,100.00%,7.27,B+ (3.58),N/A
"Wolf, Jack K",ECE 154B - Communications Systems II (A),WI09,14,15,92.90%,100.00%,7.3,B+ (3.54),N/A
"Franceschetti, Massimo",ECE 158A - Data Networks I (B),FA11,14,10,80.00%,80.00%,6.1,B+ (3.63),N/A
"Kreutz-Delgado, Kenneth",ECE 175B - Prob Reasoning & Graphical Mod (A),SP13,14,5,60.00%,80.00%,8.9,B (3.00),N/A
"Ford, Joseph Earl",ECE 181 - Physical Optics&Fourier Optics (A),SP16,14,4,100.00%,100.00%,6,B (3.25),N/A
"Ford, Joseph Earl",ECE 181 - Physical Optics&Fourier Optics (A),SP13,14,3,100.00%,100.00%,6.5,B (3.00),N/A
"Papen, George C.",ECE 181 - Physical Optics&Fourier Optics (A),SP10,14,11,90.90%,100.00%,6.7,B- (2.73),N/A
"Lomakin, Vitaliy",ECE 182 - Electromagnetic Optcs/GW&FbrOp (A),FA17,14,10,100.00%,90.00%,6.1,B+ (3.60),N/A
"Lomakin, Vitaliy",ECE 182 - Electromagnetic Optcs/GW&FbrOp (A),FA10,14,8,100.00%,75.00%,6.75,B (3.14),N/A
"Fainman, Yeshaiahu",ECE 184 - Optical Info Proces&Holography (A),WI16,14,8,100.00%,100.00%,7.07,B+ (3.43),N/A
"Papen, George C.",ECE 185 - Lasers and Modulators (A),SP16,14,5,100.00%,100.00%,10.5,B (3.00),N/A
"Eldon, John",ECE 5 - Intro to ECE (A),WI16,14,8,100.00%,100.00%,2.5,A (4.00),N/A
"Gilja, Vikash",ECE 5 - Intro to ECE (A),WI16,14,8,100.00%,100.00%,2.79,A (4.00),N/A
"Hall, Drew A.",ECE 5 - Intro to ECE (A),WI16,14,8,100.00%,85.70%,2.79,A (4.00),N/A
"Nguyen, Truong Quang",ECE 5 - Intro to ECE (A),WI16,14,8,100.00%,71.40%,2.79,A (4.00),N/A
"Cosman, Pamela C.",ECE 53 - Fundamentl/Electricl Enginr I (A),WI08,14,9,55.60%,100.00%,7.61,B (3.14),N/A
"Cosman, Pamela C.",ECE 53A - Fundamentl/Electricl Enginr I (A),WI08,14,9,55.60%,100.00%,7.61,B (3.14),N/A
"Seshadri, Kalyanasundaram",MAE 113 - Fundamentals of Propulsion (A),SU08,14,11,81.80%,81.80%,7.95,B- (2.90),N/A
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab I (A),WI11,14,7,100.00%,100.00%,8.79,A- (3.71),N/A
"Shevchenko, Valentin I",MAE 126A - Environmental Enginring Lab I (A),WI10,14,7,85.70%,42.90%,10.5,B+ (3.43),N/A
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP10,14,7,100.00%,100.00%,11.64,A- (3.86),N/A
"Lubarda, Vlado",MAE 131B - Solid Mechanics II (A),SU07,14,16,100.00%,100.00%,7.5,B+ (3.67),N/A
"de Oliveira, Mauricio",MAE 148 - Intro to Autonomous Vehicles (A),FA18,14,6,100.00%,100.00%,9.17,A (4.00),N/A
"Silberman, Jack",MAE 148 - Intro to Autonomous Vehicles (A),S219,14,13,100.00%,100.00%,14.19,B+ (3.54),N/A
"Silberman, Jack",MAE 148 - Intro to Autonomous Vehicles (A),FA18,14,6,100.00%,100.00%,9.17,A (4.00),N/A
"Silberman, Jack",MAE 148 - Intro to Autonomous Vehicles (A),SP18,14,6,100.00%,100.00%,5.7,A- (3.75),N/A
"McKittrick, Joanna M",MAE 160 - Mechanical Behavior/Materials (A),SU09,14,6,83.30%,100.00%,9.83,A (4.00),N/A
"Olevsky, Eugene",MAE 165 - Fatige&Failure Anlys/Eng Comp (A),SU09,14,5,100.00%,100.00%,10.1,A (4.00),N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (B),WI19,14,11,100.00%,100.00%,2.32,A (4.00),N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (B),SP14,14,11,90.90%,72.70%,1.7,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (B),SP14,14,14,92.90%,100.00%,1.07,A (4.00),N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (D),SP14,14,12,90.90%,81.80%,0.68,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (D),SP14,14,9,87.50%,87.50%,0.79,A (4.00),N/A
"Howden, William E.",CSE 111 - Objt. Oriented Software Design (A),FA07,15,10,70.00%,70.00%,6.7,B+ (3.50),N/A
"Weibel, Nadir",CSE 118 - Ubiquitous Computing (A),FA18,15,7,85.70%,85.70%,7.07,B (3.29),N/A
"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP09,15,13,100.00%,100.00%,19.27,A- (3.85),N/A
"Shacham, Hovav",CSE 127 - Intro/Computer Security (A),FA08,15,9,100.00%,100.00%,9.39,B+ (3.44),N/A
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A),SP09,15,13,100.00%,100.00%,9.42,B+ (3.69),N/A
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (B),S213,15,4,66.70%,66.70%,15.17,B (3.00),N/A
"Merrill, Devon James",CSE 141 - Intro/Computer Architecture (B),S219,15,4,75.00%,100.00%,8.5,B+ (3.50),N/A
"Tullsen, Dean Michael",CSE 148 - Adv Processor Arch Design Proj (A),SP17,15,8,87.50%,100.00%,10,B (3.25),N/A
"Tullsen, Dean Michael",CSE 148 - Adv Processor Arch Design Proj (A),WI11,15,7,85.70%,100.00%,10.79,C+ (2.67),N/A
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),SP08,15,14,78.60%,85.70%,7.21,B (3.14),N/A
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA07,15,13,84.60%,92.30%,10.04,B+ (3.54),N/A
"Wang, Wei",CSE 184 - Computational Molecular Biol. (A),WI08,15,8,75.00%,75.00%,9.25,N/A,N/A
